6324;868NI;ECONAZOL NITRATO;
6325;869A;EDETICO ACIDO;
6327;869DN;EDETATO DISODIO;
6333;876A;ESTREPTOQUINASA;
6334;878A;ETIDRONICO ACIDO;
6335;878DN;ETIDRONATO DISODIO;
6337;880A;ETOFENAMATO;
6339;882A;ETOMIDATO;
6341;886A;PREDNISONA;
6345;887A;PREDNISOLONA;
6346;887AC;PREDNISOLONA ACETATO;
6351;887EK;PREDNISOLONA ESTEAGLATO;
6352;887FN;PREDNISOLONA FOSFATO SODIO;
6356;887SR;PREDNISOLONA SULFOBENZOATO SODIO;
6357;888A;METILPREDNISOLONA;
6400;888GX;METILPREDNISOLONA ACEPONATO;
11023;888SD;METILPREDNISOLONA, HIDROGENOSUCCINATO DE;
6363;890A;TESTOSTERONA;
6364;890CJ;TESTOSTERONA CIPIONATO;
6369;890PR;TESTOSTERONA PROPIONATO;
7990;890UA;TESTOSTERONA UNDECANOATO;
6377;898A;ETINILESTRADIOL;
6378;899A;KETOTIFENO;
6379;899FF;KETOTIFENO FUMARATO;
6387;900A;LABETALOL;
6388;900CH;LABETALOL HIDROCLORURO;
6391;910A;PINAVERIO;
6392;910BR;PINAVERIO BROMURO;
6395;912A;PROPAFENONA;
6396;912CH;PROPAFENONA HIDROCLORURO;
6397;913A;TICLOPIDINA;
6398;913CH;TICLOPIDINA HIDROCLORURO;
6404;917A;FACTOR VIII;
6692;917HW;FACTOR VIII HUMANO;
6414;921A;FENOFIBRATO;
6421;926A;FLUNARIZINA;
6422;926CH;FLUNARIZINA HIDROCLORURO;
6824;926DH;FLUNARIZINA DIHIDROCLORURO;
6423;928A;FLUOCINONIDA;
6427;930A;FLUOCORTOLONA;
6429;930PI;FLUOCORTOLONA PIVALATO;
6444;938A;LISOZIMA;
6446;938CH;LISOZIMA HIDROCLORURO;
6459;944A;OPIO;Lista I
6461;944WA;OPIO EXTO;Lista III
6468;947A;ESCINA;
6473;948A;AESCULUS HIPPOCASTANUM;
6474;948WA;AESCULUS HIPPOCASTANUM EXTRACTO;
6475;948WC;AESCULUS HIPPOCASTANUM EXTRACTO SECO;
6482;952A;CYNARA SCOLYMUS L.;
1142;952WC;CYNARA SCOLYMUS L. EXTRACTO SECO;
6486;954A;ETANOL;
6490;954E;ETANOL (96%);
6491;957A;ISOPROPILICO ALCOHOL;
6492;957B;ISOPROPIL ALCOHOL;
7213;963A;PREDNICARBATO;
7214;967A;CLARITROMICINA;
10282;967CI;CLARITROMICINA CITRATO;
6519;971A;ALTHAEA OFFICINALIS L.;
10790;971D;MALVAVISCO;
1372;971WC;ALTHAEA OFFICINALIS L. EXTRACTO SECO;
12371;971WG;ALTHAEA OFFICINALIS L EXTO LIQUIDO;
6523;972A;SALICILAMIDA;
6526;973A;IOXAGLICO ACIDO;
7376;973KM;IOXAGLATO MEGLUMINA;
6527;973SO;IOXAGLATO SODIO;
6528;974A;SULFANILAMIDA;
6534;975A;AMIDOTRIZOICO ACIDO;
6536;975CO;AMIDOTRIZOATO CALCIO;
6705;975KM;AMIDOTRIZOATO MEGLUMINA;
6537;975SO;AMIDOTRIZOATO SODIO;
6548;979A;MEGLUMINA;
6552;979KW;MEGLUMINA ANTIMONIATO;
6565;986A;SULFADIAZINA;
6566;986AZ;SULFADIAZINA ARGENTICA;
6571;986SO;SULFADIAZINA SODICA;
6573;988A;PROCAINA;
6577;988CH;PROCAINA HIDROCLORURO;
8;1002A;PAROMOMICINA;
13;1005A;AMONIACO;
14;1006A;AMPICILINA;
19;1006SO;AMPICILINA SODICA;
20;1006TC;AMPICILINA TRIHIDRATO;
763;1009A;IOMEPROL;
35;1010A;ALCANFOR;
38;1011A;FENAZONA;
44;1013A;ANGELICA ARCANGELICA;
45;1013XA;ANGELICA ARCHANGELICA RAIZ;
46;1014A;PIMPINELLA ANISUM;
47;1014WD;ESENCIA  PIMPINELLA ANISUM;
49;1014YS;PIMPINELLA ANISUM FRUTOS;
7429;1016A;VECURONIO;
7379;1016BR;VECURONIO BROMURO;
52;1018A;TOXOIDE DIFTERICO;
53;1019A;TOXOIDE TETANICO;
7502;1023A;SIMVASTATINA;
67;1024A;GAYUBA;
70;1024WA;GAYUBA EXTO;
764;1033A;AMIFOSTINA;
86;1036A;TROSPIO;
87;1036CL;TROSPIO CLORURO;
88;1037A;NITROGLICERINA;
97;1040A;METILTIONINIO;
98;1040CL;METILTIONINIO CLORURO;
102;1043A;BALSAMO PERU;
104;1044A;BALSAMO TOLU;
110;1044ZW;BALSAMO TOLU EXTO ACUOSO;
111;1045A;BARDANA;
113;1046A;BARIO;
114;1046SU;BARIO SULFATO;
850;1048A;EXAMETAZIMA;
851;1049A;SILIBININA;
852;1049SN;SILIBININA SUCCINATO SODIO;
684;1050A;MACROGOL 3350;
7480;1051A;PERINDOPRIL;
9455;1051AK;PERINDOPRIL  ARGININA;
7984;1051EM;PERINDOPRIL ERBUMINA;
11490;1051TB;PERINDOPRIL TERC-BUTILAMINA;
125;1055A;OXIBUPROCAINA;
128;1055CH;OXIBUPROCAINA HIDROCLORURO;
129;1057A;GLIQUIDONA;
908;1060A;NEVIRAPINA;
12130;1060ZU;NEVIRAPINA, ANHIDRA;
935;1061A;GADOTERIDOL;
936;1062A;SULESOMAB;
974;1063A;REPAGLINIDA;
975;1065A;TEMOZOLOMIDA;
142;1067A;IPRATROPIO;
143;1067BR;IPRATROPIO BROMURO;
18343;1067BRM;BROMURO DE IPRATROPIO MONOHIDRATADO;
152;1071A;LITIO;
153;1071CA;LITIO CARBONATO;
7942;1071CL;LITIO CLORURO;
155;1072A;LOXAPINA;
937;1073A;FOLITROPINA ALFA;
938;1074A;FOLITROPINA BETA;
939;1075A;RIVASTIGMINA;
10238;1075BB;RIVASTIGMINA BITARTRATO;
10256;1075TB;RIVASTIGMINA TARTRATO;
10340;1075US;RIVASTIGMINA HIDROGENO TARTRATO;
940;1076A;BASILIXIMAB;
941;1077A;ORLISTAT;
158;1078A;MESNA;
163;1081A;MEXILETINA;
164;1081CH;MEXILETINA HIDROCLORURO;
167;1083A;MIANSERINA;
168;1083CH;MIANSERINA HIDROCLORURO;
169;1085A;MOLSIDOMINA;
171;1088A;PENTOXIFILINA;
977;1095A;DESIRUDINA;
1051;1096A;OXIDRONICO ACIDO;
970;1096SO;OXIDRONATO SODIO;
196;1098A;METILDIGOXINA;
972;1099A;TELMISARTAN;
983;1100A;TIROFIBAN;
984;1100CH;TIROFIBAN HIDROCLORURO;
979;1103A;IMIQUIMOD;
981;1105A;RABEPRAZOL;
982;1105SO;RABEPRAZOL SODICO;
985;1106A;SOMATORELINA;
986;1106AC;SOMATORELINA ACETATO;
987;1107A;EFAVIRENZ;
988;1109A;EPTIFIBATIDA;
989;1110A;INFLIXIMAB;
990;1111A;ABACAVIR;
11578;1111CH;ABACAVIR CLORHIDRATO;
991;1111SU;ABACAVIR SULFATO;
215;1113A;PIVMECILINAM;
216;1113CH;PIVMECILINAM HIDROCLORURO;
992;1114A;TASONERMINA;
217;1115A;PIROXICAM;
993;1117A;RIMEXOLONA;
995;1118A;CETRORELIX;
996;1119A;MOXIFLOXACINO;
7798;1119CH;MOXIFLOXACINO HIDROCLORURO;
6733;1121A;EMEDASTINA;
7735;1121UX;EMEDASTINA DIFUMARATO;
997;1122A;ANTIGENOS SUPERFICIE VIRUS GRIPE;
7861;1123A;INSULINA ASPARTA;
12048;1123LL;INSULINA ASPARTA PROTAMINA+;
228;1128A;PROMESTRIENO;
7868;1129A;PALIVIZUMAB;
1490;1131A;BUPROPION;
7672;1131CH;BUPROPION HIDROCLORURO;
232;1132A;PRAZOSINA;
233;1132CH;PRAZOSINA HIDROCLORURO;
234;1133A;ANTRAQUINONA;
235;1133XK;ANTRAQUINONA GLUCOSIDOS;
7891;1134A;DEFERIPRONA;
1204;1136A;QUETIAPINA;
10953;1136FC;QUETIAPINA HEMIFUMARATO;
7885;1136FF;QUETIAPINA FUMARATO;
237;1137A;LAUROMACROGOL 400;
7865;1140A;CELECOXIB;
7866;1141A;EXEMESTANO;
7867;1142A;BRINZOLAMIDA;
1134;1144A;ATOSIBAN;
11299;1144AC;ATOSIBAN ACETATO;
858;1150A;ETANERCEPT;
1418;1151A;PEGINTERFERON ALFA-2B;
932;1152A;CARBONO-99M TC (AEROSOL);
1004;1153A;LEVOBUPIVACAINA;
1492;1153CH;LEVOBUPIVACAINA HIDROCLORURO;
7869;1155A;SEVELAMERO;
10498;1155CA;SEVELAMERO CARBONATO;
11682;1155CH;SEVELAMERO HIDROCLORURO;
519;1156A;ROSIGLITAZONA;
4380;1156MA;ROSIGLITAZONA MALEATO;
264;1158A;TIMOLOL;
265;1158MA;TIMOLOL MALEATO;
520;1159A;CAMELLIA SINENSIS;
521;1160A;OCTOCOG ALFA;
522;1162A;IMIDAPRIL;
1419;1162CH;IMIDAPRIL HIDROCLORURO;
272;1164A;TIAPRIDA;
523;1165A;INSULINA GLARGINA;
524;1167A;LEVETIRACETAM;
1420;1168A;TRASTUZUMAB;
7870;1169A;IOFLUPANO 123I;
285;1170A;TRIAZOLAM;
286;1171A;TRIAMCINOLONA;
288;1171AD;TRIAMCINOLONA ACETONIDO;
289;1171DB;TRIAMCINOLONA DIACETATO;
10055;1171IN;TRIAMCINOLONA HEXACETONIDO;
1493;1172A;ESOMEPRAZOL;
10284;1172MG;ESOMEPRAZOL MAGNESICO;
10981;1172MW;ESOMEPRAZOL MAGNESICO DIHIDRATO;
10583;1172SO;ESOMEPRAZOL SODICO;
294;1174A;URSODEOXICOLICO ACIDO;
295;1175A;APROTININA;
298;1177A;NALOXONA;
299;1177CH;NALOXONA HIDROCLORURO;
12013;1177CV;NALOXONA HIDROCLORURO DIHIDRATO;
525;1178A;ETONOGESTREL;
526;1179A;DEXIBUPROFENO;
305;1180A;PEUMUS BOLDUS M.;
1292;1180WC;PEUMUS BOLDUS  M. EXTRACTO SECO;
527;1181A;GANIRELIX;
1560;1186A;ALITRETINOINA;
528;1187A;GADOBUTROL;
342;1197A;PANTOTENICO ACIDO;
343;1197CO;PANTOTENATO CALCIO;
345;1198A;CALCITRIOL;
529;1211A;LUTROPINA ALFA;
395;1212A;CAPSICUM;
399;1212XM;CAPSICUM OLEORRESINA;
530;1213A;DROSPIRENONA;
400;1214A;UREA;
404;1215A;FENOL;
407;1216A;CARBON ADSORBENTE;
409;1216C;CARBON ACTIVO;
531;1217A;PIOGLITAZONA;
10652;1217CH;PIOGLITAZONA HIDROCLORURO;
1561;1218A;DESLORATADINA;
532;1219A;VERTEPORFINA;
415;1220A;SILYBUM MARIANUM L.;
414;1220B;CARDO MARIANO;
417;1220WC;SILYBUM MARIANUM L. EXTRACTO SECO;
1562;1224A;CAPECITABINA;
426;1225A;RHAMNUS PURSHIANA DC. CORTEZA;
425;1225B;CASCARA SAGRADA;
428;1225WC;RHAMNUS PURSHIANA DC. EXTRACTO SECO;
430;1225WH;RHAMNUS PURSHIANA DC. POLVO;
432;1226A;CASSIA ANGUSTIFOLIA;
7416;1226FR;CASSIA ANGUSTIFOLIA FRUTOS EXTRACTO SECO;
434;1226WA;CASSIA ANGUSTIFOLIA EXTO;
435;1226WG;CASSIA ANGUSTIFOLIA EXTO LIQUIDO;
436;1226WH;CASSIA ANGUSTIFOLIA POLVO;
439;1226XD;CASSIA ANGUSTIFOLIA HOJA O FOLIOLA;
440;1226XQ;CASSIA ANGUSTIFOLIA FOLICULOS;
7108;1226YS;CASSIA ANGUSTIFOLIA FRUTOS;
441;1227A;CASSIA FISTULA;
442;1227WC;CASSIA FISTULA EXTO SECO;
469;1233A;CHELIDONIUM MAJUS;
471;1233C;CHELIDONIA MAJUS;
535;1235A;TENECTEPLASA;
785;1237A;RASBURICASA;
487;1242A;CETRIMONIO;
498;1249A;ETAMSILATO;
539;1251A;ACIDO ZOLEDRONICO;
10696;1251MH;ACIDO ZOLEDRONICO MONOHIDRATO;
540;1253A;NATEGLINIDA;
1574;1254A;CILANTRO;
1576;1254WG;CILANTRO EXTO LIQUIDO;
1578;1256A;TIMOL;
1205;1259A;EFLORNITINA;
6666;1259CH;EFLORNITINA HIDROCLORURO;
1594;1264A;GLUTODINA;
1599;1266A;CISTINA;
541;1267A;GLYCINE MAX (L.)MERR;
709;1267WC;GLYCINE MAX (L.)MERR EXTO SECO;
1288;1267WM;ACEITE SOJA PURIFICADO;
3497;1267WQ;ACEITE SEMILLA SOJA;
7921;1267YT;GLYCINE MAX (L.) MERR EXTO HIDROALCOHOLICO;
542;1269A;SIROLIMUS;
6667;1270A;TOXINA BOTULINICA TIPO B;
543;1271A;LOPINAVIR;
545;1272A;RUPATADINA;
1206;1272FF;RUPATADINA FUMARATO;
550;1279A;LINEZOLID;
7875;1280A;ELETRIPTAN;
5059;1280BR;ELETRIPTAN HIDROBROMURO;
551;1282A;LEVOSIMENDAN;
1618;1283A;CLONIXINO;
1619;1283LB;CLONIXINO LISINA;
1620;1284A;CLORCICLIZINA;
1621;1284CH;CLORCICLIZINA HIDROCLORURO;
1624;1286A;DIMENHIDRINATO;
1628;1289A;CLOSTRIDIOPEPTIDASA;
1631;1290A;HIDROXOCOBALAMINA;
1632;1290AC;HIDROXOCOBALAMINA ACETATO;
1634;1290CH;HIDROXOCOBALAMINA HIDROCLORURO;
7215;1301A;ESTRIOL;
1656;1302A;CORIANDRO;
1659;1302WH;CORIANDRO POLVO;
1664;1306A;CRATAEGUS OXYACANTHA;
1666;1306WC;CRATAEGUS OXYACANTHA EXTO SECO;
7964;1306WF;CRATAEGUS OXYACANTHA TINTURA;
11041;1306XF;CRATAEGUS OXYACANTHA FLORES;
1671;1308A;SOMATROPINA;
7916;1308RB;SOMATROPINA RECOMBINANTE;
1675;1309A;CREOSOTA;
1686;1314A;DIFENILMETOXI-8-ISOPROPILNORTROPANO;
1687;1314MS;DIFENILMETOXI-8-ISOPROPILNORTROPANO MESILATO;
1701;1322A;DROPERIDOL;
1725;1329A;PIPERAZINA;
1726;1329AN;PIPERAZINA ADIPATO;
1740;1332A;FENAZOPIRIDINA;
1742;1332CH;FENAZOPIRIDINA HIDROCLORURO;
1745;1334A;FENITOINA;
1747;1334SO;FENITOINA SODICA;
1768;1343A;HIDROCLOROTIAZIDA;
1770;1346A;HIDROQUINIDINA;
1772;1346CH;HIDROQUINIDINA HIDROCLORURO;
1775;1348A;OXICODONA;Lista I
1777;1348CH;OXICODONA HIDROCLORURO;Lista I
1779;1352A;DIISOPROPILAMINA DICLOROACETATO;
1782;1354A;DIMECROTICO ACIDO;
1783;1354MG;DIMECROTATO MAGNESIO;
7296;1358A;TRIPELENAMINA;
1786;1358CH;TRIPELENAMINA HIDROCLORURO;
1788;1359A;METFORMINA;
4379;1359CH;METFORMINA HIDROCLORURO;
1803;1360A;PENICILAMINA;
1812;1364A;DIMETIL SULFOXIDO;
1815;1366A;DIMETINDENO;
1816;1366MA;DIMETINDENO MALEATO;
1828;1373A;DOCUSATO;
1830;1373SO;DOCUSATO SODIO;
1831;1374A;DIOSMINA;
1835;1376A;TARTARICO ACIDO;
1841;1377A;DIPIRIDAMOL;
1843;1379A;VALPROMIDA;
1851;1380A;DISOPIRAMIDA;
1853;1381A;DISULFIRAM;
1867;1386A;DITRANOL;
1877;1390A;DOBESILICO ACIDO;
1878;1390CO;DOBESILATO DE CALCIO;
12216;1390KQ;DOBESILATO DE CALCIO MONOHIDRATO;
1879;1391A;FLURBIPROFENO;
1883;1393A;DOPAMINA;
1884;1393CH;DOPAMINA HIDROCLORURO;
1885;1394A;DOXEPINA;
1886;1394CH;DOXEPINA HIDROCLORURO;
1887;1395A;DOXICICLINA;
1889;1395CH;DOXICICLINA HIDROCLORURO;
1893;1395HE;DOXICICLINA HICLATO;
1895;1396A;DOXILAMINA;
1896;1396SD;DOXILAMINA SUCCINATO;
11544;1396SH;DOXILAMINA, HIDROGENOSUCCINATO DE;
1897;1397A;DROSERA;
1900;1397WG;DROSERA EXTO LIQUIDO;
1913;1401A;ECHINACEA ANGUSTIFOLIA;
1915;1401WC;ECHINACEA ANGUSTIFOLIA EXTO SECO;
1935;1410A;ENOXOLONA;
1944;1416A;EQUISETUM ARVENSE;
1190;1416WC;EQUISETUM ARVENSE EXTO SECO;
1950;1419A;ERITROMICINA;
1951;1419EF;ERITROMICINA ESTOLATO;
1952;1419EJ;ERITROMICINA ETILSUCCINATO;
1953;1419ES;ERITROMICINA ESTEARATO;
1954;1419LC;ERITROMICINA LACTOBIONATO;
1955;1419LS;ERITROMICINA LAURIL SULFATO;
1963;1423A;ESCOPOLAMINA;
1965;1423BH;ESCOPOLAMINA HIDROBROMURO;
1969;1423MR;ESCOPOLAMINA METOBROMURO;
1984;1430A;ESPECTINOMICINA;
1985;1430CH;ESPECTINOMICINA HIDROCLORURO;
1988;1433A;ESPINO BLANCO;
925;1433WC;ESPINO BLANCO EXTO SECO;
1991;1434A;ESPIRAMICINA;
1994;1436A;LAVANDULA SPICA  L.;
9169;1436KR;LAVANDA, ACEITE ESENCIAL DE;
11889;1436WN;ACEITE LAVANDULA ANGUSTIFOLIA MILL;
2000;1438A;GELATINA;
1431;1438SD;GELATINA SUCCINATO;
2002;1438TA;GELATINA TANATO;
2019;1442A;ESTANOZOLOL;
2020;1443A;ESTA„O;
3580;1443QZ;ESTA„O CLORURO DIHIDRATO;
2023;1444A;TALCO;
2034;1450A;ESTREPTODORNASA;
2044;1456A;ESTROGENOS CONJUGADOS;
2050;1458A;ESTRONCIO;
6942;1458CL;ESTRONCIO CLORURO;
2066;1464A;ETAMBUTOL;
2067;1464CH;ETAMBUTOL HIDROCLORURO;
2088;1474A;ETILEFRINA;
2091;1474CH;ETILEFRINA,  HIDROCLORURO DE;
2100;1478A;TIOMERSAL;
2119;1485A;ETOSUXIMIDA;
2130;1490A;FACTOR IX;
2144;1493A;NICOTINICO ACIDO;
2151;1493MD;NICOTINATO METILO;
7347;1493OK;NICOTINATO TOCOFEROL;
2182;1512A;FENFLURAMINA;
12592;1512CH;FENFLURAMINA HIDROCLORURO;
2204;1525A;FENILPROPANOLAMINA;
2206;1525CH;FENILPROPANOLAMINA HIDROCLORURO;
2208;1526A;TREOSULFANO;
2233;1535A;FENOLFTALEINA;
2247;1543A;FENTANILO;Lista I
2248;1543CI;FENTANILO CITRATO;Lista I
2252;1548A;FERROCOLINATO;
2255;1549A;FERROGLICINA;
2256;1549SU;FERROGLICINA SULFATO;
2264;1552A;FITICO ACIDO;
2270;1552SO;FITATO SODIO;
2271;1553A;FITOMENADIONA;
2274;1554A;RUTOSIDO;
2283;1556A;FLAVOXATO;
2284;1556CH;FLAVOXATO HIDROCLORURO;
2294;1560A;FLUCLOROLONA;
2295;1560AD;FLUCLOROLONA ACETONIDO;
2298;1562A;FLUDROCORTISONA;
2302;1563A;FLUFENAMICO ACIDO;
2303;1565A;FLUFENAZINA;
2305;1565DA;FLUFENAZINA DECANOATO;
2309;1568A;FLUNITRAZEPAM;
2315;1570A;FLUORESCEINA;
2317;1570SO;FLUORESCEINA SODICA;
2318;1571A;FLUOROMETOLONA;
2321;1573A;FLUPAMESONA;
2323;1574A;FLUPENTIXOL;
2324;1574DH;FLUPENTIXOL DIHIDROCLORURO;
2332;1577A;FLURAZEPAM;
2333;1577CH;FLURAZEPAM HIDROCLORURO;
2334;1579A;HINOJO;
2353;1583A;GONADOTROFINA CORIONICA;
2354;1583B;GONADOTROFINA CORIONICA HUMANA;
2355;1584A;HORMONA FOLICULO ESTIMULANTE;
2359;1584E;MENOTROPINA;
2361;1587A;FOLINICO ACIDO;
2362;1587CO;FOLINATO CALCIO;
7884;1587DN;FOLINATO DISODIO;
2363;1588A;FORMALDEHIDO;
2367;1592A;FORMILSULFATIAZOL;
2385;1599A;FOSFOMICINA;
2387;1599CO;FOSFOMICINA CALCICA;
2388;1599DN;FOSFOMICINA DISODICA;
2389;1599SO;FOSFOMICINA SODICA;
6655;1599TJ;FOSFOMICINA TROMETAMOL;
2401;1601A;RHAMNUS  FRANGULA L. CORTEZA;
1296;1601WC;RHAMNUS FRANGULA L. EXTRACTO SECO;
2403;1601WH;RHAMNUS FRANGULA L. POLVO;
2416;1609A;FUCHSINA;
2417;1609YU;FUCHSINA SOLUCION ALCOHOLICA;
2421;1611A;FUCUS VESICULOSUS;
2423;1611WC;FUCUS VESICULOSUS EXTO SECO;
2424;1612A;FUMARIA OFFICINALIS;
2430;1615A;FUROSEMIDA;
2433;1615NB;FUROSEMIDA XANTINOL;
2436;1618A;FUSAFUNGINA;
2437;1619A;FUSIDICO ACIDO;
12208;1619HA;ACIDO FUSIDICO HEMIHIDRATO;
2438;1619SO;FUSIDATO SODIO;
11133;1624A;INMUNOGLOBULINA HUMANA NORMAL;
1050;1624B;INMUNOGLOBULINA G HUMANA;
2455;1624C;INMUNOGLOBULINA HUMANA POLIVALENTE;
2458;1628A;INMUNOGLOBULINA ANTI-D;
863;1628HW;INMUNOGLOBULINA HUMANA ANTI-D;
2463;1631A;INMUNOGLOBULINA ANTITETANICA;
864;1631HW;INMUNOGLOBULINA HUMANA ANTITETANICA;
2470;1637A;ISONIAZIDA;
2489;1642A;GENTAMICINA;
2490;1642SU;GENTAMICINA SULFATO;
2491;1643A;GENTIANA LUTEA;
2504;1651A;GLICEROL;
2505;1651B;GLICERINA;
2509;1653A;GLIBENCLAMIDA;
2512;1655A;COMPLEJO GLICEROBORICO;
2513;1657A;GLICLAZIDA;
2514;1659A;GLICOPIRRONIO;
2515;1659BR;GLICOPIRRONIO BROMURO;
2519;1660A;GLISENTIDA;
2520;1661A;GLIPIZIDA;
2522;1663A;GLUCAGON;
2523;1663CH;GLUCAGON HIDROCLORURO;
2524;1666A;GLUCOSAMINA;
2525;1666CH;GLUCOSAMINA HIDROCLORURO;
2526;1666SU;GLUCOSAMINA SULFATO;
2532;1670A;GLUTAMICO ACIDO;
2536;1670MM;GLUTAMATO MAGNESIO HIDROBROMURO;
2539;1672A;GLUTAMINA;
2548;1675A;GLYCYRRHIZA GLABRA;
11038;1675XA;GLYCYRRHIZA GLABRA RAIZ;
2554;1679A;GRAMICIDINA;
2560;1681A;GLICINA;
2561;1681AL;GLICINATO ALUMINIO;
6605;1681EU;GLICINATO DIHIDROXIALUMINIO;
2567;1683A;GRISEOFULVINA;
2575;1688A;GUANOSINA;
2586;1693A;HALOPERIDOL;
2588;1695A;HAMAMELIS;
2593;1695XD;HAMAMELIS HOJAS;
2594;1695YQ;HAMAMELIS AGUA;
2596;1696A;HEDERA HELIX L.;
2597;1696B;YEDRA;
11508;1696EB;HIEDRA EXTRACTO ETANOLICO BLANDO 30% (V/V);
2598;1696WC;HEDERA HELIX L. EXTRACTO SECO;
23674;1696YL;HEDERA HELIX L., HOJA, EXTRACTO SECO (DER 4_8:1) DISOLVENTE DE EXTRACCION: ETANOL 30%(M/M);
7053;1704A;CELIPROLOL;
7054;1704CH;CELIPROLOL HIDROCLORURO;
2619;1706A;HEPARINA;
2621;1706SO;HEPARINA SODICA;
2623;1708A;HEPTAMINOL;
2625;1708CH;HEPTAMINOL HIDROCLORURO;
2626;1709A;HESPERIDINA;
2627;1709MO;HESPERIDINA METILCHALCONA;
2635;1713A;HEXETIDINA;
2643;1720A;HIDRALAZINA;
2645;1720CH;HIDRALAZINA HIDROCLORURO;
2656;1729A;HIDROXIZINA;
2657;1729DH;HIDROXIZINA DIHIDROCLORURO;
8778;1729HC;HIDROXIZINA HIDROCLORURO;
2667;1733A;TROXERUTINA;
2675;1735A;MERBROMINA;
2678;1735D;MERCUROCROMO;
2698;1740A;OXITRIPTAN;
7245;1741A;INSULINA ISOFANA;
7246;1741JD;INSULINA ISOFANA HUMANA PRB;
2701;1742A;HIERRO;
3905;1742FU;FUMARATO HIERRO;
4264;1742GH;GLUCEPTATO  HIERRO;
4183;1742GL;GLUCONATO HIERRO;
2893;1742LA;LACTATO HIERRO;
2705;1742OX;HIERRO OXIDO;
2707;1742SU;HIERRO (II) SULFATO;
2708;1742ZO;HIERRO SULFATO DESECADO;
2709;1743A;DEXTRAN 40;
2710;1744A;DEXTRAN 70;
7077;1745A;FLUMAZENIL;
2728;1755A;INOSINA;
2747;1761A;HOMATROPINA;
2749;1761BH;HOMATROPINA HIDROBROMURO;
2757;1765A;SOMATOSTATINA;
6775;1765AC;SOMATOSTATINA ACETATO MONOHIDRATO;
2759;1766A;PROTIRELINA;
2765;1769A;IBUPROFENO;
2766;1769LB;IBUPROFENO LISINA;
538;1769YD;IBUPROFENO ARGININA;
2776;1774A;IMIPRAMINA;
2777;1774CH;IMIPRAMINA HIDROCLORURO;
10688;1774MT;IMIPRAMINA PAMOATO;
2781;1776A;INDAPAMIDA;
7110;1776HA;INDAPAMIDA HEMIHIDRATO;
2791;1781A;IODO;
2792;1781B;YODO;
2793;1781OG;IODO ORGANICO;
2806;1785A;IPECACUANA;
2807;1785WF;IPECACUANA TINTURA;
2812;1785ZG;IPECACUANA EXTO BLANDO;
2820;1790A;ISONIXINO;
2824;1793A;PROPIFENAZONA;
2828;1794A;ISOSORBIDA;
2829;1794DT;ISOSORBIDA DINITRATO;
2830;1794NI;ISOSORBIDA MONONITRATO;
2846;1802A;JALEA REAL;
2847;1804A;JOSAMICINA;
2849;1804PR;JOSAMICINA PROPIONATO;
2861;1810A;KETOPROFENO;
2868;1814A;PROTEINAS PLASMATICAS;
7478;1814HW;PROTEINA PLASMATICA HUMANA;
2870;1819A;LACTOSA;
2875;1820A;PILOCARPINA;
2877;1820CH;PILOCARPINA HIDROCLORURO;
2879;1821A;LACTULOSA;
2901;1832A;LESPEDEZA CAPITATA;
2902;1832WA;LESPEDEZA CAPITATA EXTO;
2909;1838A;LEVODOPA;
2910;1839A;LEVOMEPROMAZINA;
2913;1839CH;LEVOMEPROMAZINA HIDROCLORURO;
2914;1839MA;LEVOMEPROMAZINA MALEATO;
2917;1840A;LEVONORGESTREL;
2920;1842A;LEVOTIROXINA;
2923;1842SO;LEVOTIROXINA SODICA;
2930;1848A;LINCOMICINA;
2931;1848CH;LINCOMICINA HIDROCLORURO;
2937;1850A;LINESTRENOL;
2941;1854A;LIPASA;
2952;1864A;LORAZEPAM;
7455;1864PI;LORAZEPAM PIVALATO;
2964;1870A;MANITOL;
7304;1872A;MANZANA;
2965;1872WG;MANZANA EXTO LIQUIDO;
2967;1873A;MAPROTILINA;
2968;1873CH;MAPROTILINA HIDROCLORURO;
2973;1877A;MEBENDAZOL;
2974;1878A;MEBEVERINA;
2983;1883A;MECLOZINA;
6714;1883CH;MECLOZINA HIDROCLORURO;
2985;1883DH;MECLOZINA DIHIDROCLORURO;
2986;1884A;MEDAZEPAM;
2991;1889A;MEFENAMICO ACIDO;
3004;1899A;MELILOTUS OFFICINALIS;
1240;1899XJ;MELILOTUS OFFICINALIS SUMIDAD;
3013;1900A;MELISSA OFFICINALIS;
1350;1900WC;MELISSA OFFICINALIS EXTRACTO SECO;
6777;1900XD;MELISSA OFFICINALIS HOJAS;
3017;1901A;MELITRACENO;
3018;1901CH;MELITRACENO HIDROCLORURO;
3026;1904A;MENTOL;
10334;1904B;LEVOMENTOL;
3030;1906A;PETIDINA;Lista I
3032;1906CH;PETIDINA HIDROCLORURO;Lista I
3035;1908A;MEPIRAMINA;
3036;1908AA;MEPIRAMINA ACEFILINATO;
7675;1908D;MEPIFILINA;
3041;1909A;MEPIVACAINA;
3042;1909CH;MEPIVACAINA HIDROCLORURO;
3050;1911A;MEQUINOL;
3052;1912A;MEQUITAZINA;
3057;1917A;MESTEROLONA;
3064;1922A;METADONA;Lista I
3065;1922CH;METADONA HIDROCLORURO;Lista I
3085;1930A;METENOLONA;
3087;1930EC;METENOLONA ENANTATO;
3091;1936A;CACAHUETE;
3092;1936WM;ACEITE CACAHUETE;
3093;1939A;HEPARINOIDES;
